ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
100449,M,N,N,0,405500,Student,Secondary / secondary special,Married,House / apartment,-18918,-3261,1,1,0,1,Core staff,1
100450,F,N,N,3,437000,State servant,Incomplete higher,Separated,Office apartment,-20252,-7938,1,1,0,1,Core staff,4
100451,F,N,Y,2,371500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9235,-8161,1,0,0,1,Cooking staff,4
100452,F,Y,Y,1,388000,Student,Lower secondary,Separated,With parents,-16619,-10847,1,1,1,1,IT staff,3
100453,M,Y,N,4,110500,State servant,Lower secondary,Civil marriage,Municipal apartment,-21501,-7531,1,0,0,0,IT staff,6
100454,F,N,Y,1,209500,State servant,Lower secondary,Single / not married,Office apartment,-23074,-10814,1,1,1,0,IT staff,2
100455,F,N,N,3,365500,Pensioner,Incomplete higher,Civil marriage,House / apartment,-7922,-9674,1,0,0,1,Accountants,4
100456,F,Y,N,2,226500,Pensioner,Lower secondary,Civil marriage,House / apartment,-15002,-4056,1,0,1,0,,3
100457,M,N,Y,2,60000,Student,Incomplete higher,Single / not married,Municipal apartment,-20843,-9306,1,1,1,0,,4
100458,M,N,N,4,342000,State servant,Incomplete higher,Widow,House / apartment,-23002,-1639,1,0,1,1,IT staff,6
100459,F,N,N,1,153000,State servant,Secondary / secondary special,Widow,With parents,-16416,-4344,1,0,1,1,Sales staff,2
100460,M,N,N,4,84000,Student,Academic degree,Separated,Municipal apartment,-13872,-5690,1,0,1,1,Medicine staff,6
100461,F,N,N,1,369500,Student,Lower secondary,Widow,With parents,-7609,-10286,1,0,1,0,Cleaning staff,3
100462,F,Y,Y,2,236500,State servant,Higher education,Married,With parents,-16839,-13830,1,1,1,1,Core staff,3
100463,F,N,Y,3,181000,Student,Higher education,Separated,With parents,-10721,-2456,1,0,0,0,Drivers,5
100464,F,N,Y,3,153000,Commercial associate,Incomplete higher,Married,House / apartment,-15467,-12937,1,1,0,0,,5
100465,M,Y,N,0,358000,Pensioner,Secondary / secondary special,Separated,Rented apartment,-9959,-6502,1,0,0,0,Cooking staff,1
100466,F,N,Y,4,171500,Student,Secondary / secondary special,Civil marriage,Rented apartment,-19777,-13202,1,0,1,0,Managers,5
100467,M,N,N,1,259000,Pensioner,Academic degree,Single / not married,Municipal apartment,-24480,-6139,1,0,1,1,Security staff,2
100468,M,N,N,2,416000,Pensioner,Incomplete higher,Single / not married,Office apartment,-8140,-13786,1,0,0,1,IT staff,4
100469,F,Y,Y,2,489000,State servant,Lower secondary,Single / not married,Municipal apartment,-15373,-4929,1,0,0,1,Sales staff,3
100470,F,N,Y,3,190000,Working,Lower secondary,Separated,Municipal apartment,-17902,-11753,1,1,0,0,,5
100471,M,N,N,4,358000,Student,Incomplete higher,Separated,House / apartment,-8707,-10508,1,0,1,0,Laborers,6
100472,F,N,Y,1,106500,Commercial associate,Higher education,Widow,With parents,-20445,-12986,1,1,1,1,,2
100473,M,N,N,2,151500,Working,Lower secondary,Civil marriage,With parents,-19894,-14358,1,1,0,0,Laborers,3
100474,F,Y,N,0,409000,Commercial associate,Secondary / secondary special,Separated,Office apartment,-21054,-9836,1,1,0,0,Accountants,1
100475,M,Y,N,4,445500,State servant,Lower secondary,Single / not married,With parents,-13656,-3121,1,1,1,1,Medicine staff,5
100476,M,Y,N,3,422000,Commercial associate,Lower secondary,Married,Municipal apartment,-11782,-471,1,1,1,0,Cooking staff,5
100477,F,N,Y,1,55000,State servant,Higher education,Civil marriage,Municipal apartment,-13953,-11687,1,1,1,1,Core staff,2
100478,M,Y,N,4,170000,State servant,Incomplete higher,Widow,Office apartment,-8491,-87,1,1,1,1,Medicine staff,6
100479,M,Y,N,1,136500,Student,Lower secondary,Civil marriage,Municipal apartment,-11322,-1468,1,1,1,0,Drivers,2
100480,M,Y,N,2,496000,Pensioner,Incomplete higher,Separated,Rented apartment,-15625,-10042,1,1,1,1,Managers,4
100481,M,N,Y,3,146500,Commercial associate,Secondary / secondary special,Married,With parents,-8175,-7704,1,1,0,1,Medicine staff,4
100482,M,N,N,3,413000,Student,Lower secondary,Separated,Municipal apartment,-10686,-13858,1,0,0,1,Core staff,4
100483,M,Y,N,2,338000,Student,Higher education,Widow,House / apartment,-24236,-12564,1,0,1,0,Sales staff,4
100484,F,Y,N,0,398500,Working,Lower secondary,Civil marriage,Office apartment,-10475,-13713,1,1,0,0,Core staff,2
100485,F,N,Y,3,218500,Working,Academic degree,Separated,Rented apartment,-11237,-3463,1,0,1,1,Laborers,4
100486,F,Y,N,4,180500,Commercial associate,Higher education,Separated,House / apartment,-7672,-13964,1,0,0,1,Medicine staff,6
100487,M,N,N,1,460000,State servant,Incomplete higher,Widow,With parents,-18765,-10903,1,0,1,0,Security staff,3
100488,F,N,N,3,96000,State servant,Incomplete higher,Widow,With parents,-21224,-10333,1,1,0,0,IT staff,5
100489,M,Y,N,3,319500,Student,Secondary / secondary special,Civil marriage,Municipal apartment,-21331,-1297,1,1,1,0,Managers,5
100490,F,N,Y,1,332000,Working,Secondary / secondary special,Widow,House / apartment,-23733,-6961,1,1,0,1,Cleaning staff,3
100491,F,Y,Y,2,108000,State servant,Higher education,Married,Municipal apartment,-8483,-1364,1,1,1,1,Cooking staff,4
100492,F,N,Y,3,158000,Commercial associate,Secondary / secondary special,Widow,Rented apartment,-10484,-7107,1,0,0,1,Core staff,4
100493,F,N,N,1,494500,Student,Lower secondary,Civil marriage,Office apartment,-18820,-11315,1,1,1,0,Managers,2
100494,M,Y,Y,0,406000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-11756,-10645,1,0,1,0,Core staff,2
100495,M,N,N,3,61000,Working,Higher education,Married,Municipal apartment,-22894,-7724,1,0,1,0,Sales staff,5
100496,F,Y,N,4,54000,Working,Lower secondary,Separated,Municipal apartment,-16528,-606,1,1,1,1,IT staff,6
100497,M,Y,N,1,345000,Pensioner,Academic degree,Single / not married,Rented apartment,-20668,-14567,1,1,0,1,Cooking staff,3
100498,F,Y,Y,3,197000,Commercial associate,Lower secondary,Civil marriage,Municipal apartment,-14605,-8317,1,0,1,1,Managers,5
100499,F,N,N,3,459000,Commercial associate,Academic degree,Married,Rented apartment,-9824,-10929,1,1,0,0,Sales staff,4
100500,F,Y,N,4,302500,Pensioner,Higher education,Married,Office apartment,-8541,-297,1,1,1,1,Cleaning staff,5
100501,M,Y,N,1,270000,Working,Academic degree,Married,House / apartment,-14343,-7968,1,1,1,1,Laborers,3
100502,M,Y,N,1,459000,State servant,Secondary / secondary special,Single / not married,Office apartment,-10338,-13494,1,0,0,0,Cleaning staff,2
100503,F,Y,N,1,412500,State servant,Academic degree,Separated,House / apartment,-12055,-10601,1,1,1,0,Core staff,2
100504,F,Y,Y,3,477000,State servant,Incomplete higher,Civil marriage,Office apartment,-12611,-1396,1,1,1,1,Accountants,4
100505,F,Y,Y,1,460500,State servant,Lower secondary,Separated,Municipal apartment,-23913,-13018,1,1,0,1,Managers,2
100506,M,Y,N,4,211000,State servant,Higher education,Separated,House / apartment,-19886,-12438,1,0,0,0,Cleaning staff,6
100507,F,N,N,3,226000,Working,Incomplete higher,Widow,Office apartment,-11812,-11473,1,1,1,0,IT staff,5
100508,F,Y,N,2,93000,Working,Academic degree,Civil marriage,Municipal apartment,-11128,-8527,1,1,0,0,IT staff,4
100509,F,Y,Y,4,64000,Student,Academic degree,Civil marriage,With parents,-16959,-11903,1,1,0,0,Accountants,6
100510,F,Y,Y,4,437000,Working,Lower secondary,Civil marriage,Office apartment,-7170,-7424,1,1,0,0,Accountants,6
100511,M,N,Y,2,103500,Pensioner,Academic degree,Widow,With parents,-18838,-7443,1,0,0,1,Medicine staff,3
100512,M,N,Y,0,293500,Commercial associate,Lower secondary,Single / not married,Rented apartment,-24244,-6598,1,1,1,1,Cleaning staff,2
100513,F,N,Y,3,123500,Student,Higher education,Separated,Municipal apartment,-11239,-11542,1,0,0,1,Security staff,4
100514,F,Y,N,1,106000,Working,Incomplete higher,Widow,Rented apartment,-8319,-8565,1,0,0,1,Drivers,3
100515,F,N,Y,2,455000,Commercial associate,Higher education,Widow,Municipal apartment,-8594,-14651,1,1,1,0,Managers,4
100516,M,N,Y,0,495500,Working,Lower secondary,Separated,Office apartment,-17148,-9269,1,1,1,1,Security staff,1
100517,F,N,N,1,126000,Pensioner,Secondary / secondary special,Widow,Office apartment,-20422,-6344,1,0,1,1,IT staff,2
100518,F,Y,Y,3,412000,Working,Academic degree,Civil marriage,Office apartment,-11056,-10549,1,0,0,0,Cooking staff,4
100519,M,Y,Y,3,59500,Pensioner,Higher education,Married,Office apartment,-21556,-1386,1,1,1,0,Security staff,4
100520,F,Y,N,2,62000,Student,Incomplete higher,Separated,Rented apartment,-9982,-1878,1,0,0,1,Managers,3
100521,M,Y,N,2,258500,Commercial associate,Secondary / secondary special,Widow,Rented apartment,-12946,-445,1,0,1,1,Core staff,4
100522,F,N,N,1,242000,Working,Secondary / secondary special,Married,With parents,-14749,-8076,1,1,0,1,Laborers,3
100523,F,Y,N,3,64500,State servant,Higher education,Single / not married,Rented apartment,-10326,-4035,1,0,1,1,Security staff,4
100524,M,Y,N,4,326500,Commercial associate,Higher education,Widow,Municipal apartment,-21802,-684,1,0,1,1,Cleaning staff,5
100525,M,N,N,0,356000,Pensioner,Lower secondary,Civil marriage,With parents,-23722,-4609,1,0,0,0,Drivers,1
100526,M,Y,N,3,499500,State servant,Higher education,Widow,Office apartment,-17430,-14482,1,1,1,1,Drivers,4
100527,F,Y,N,2,356500,Pensioner,Secondary / secondary special,Married,House / apartment,-22614,-70,1,0,0,1,IT staff,4
100528,M,Y,Y,3,476000,State servant,Secondary / secondary special,Civil marriage,Municipal apartment,-18729,-6336,1,0,0,0,Security staff,5
100529,F,Y,Y,1,430000,Working,Incomplete higher,Civil marriage,With parents,-9948,-13373,1,1,0,0,Security staff,3
100530,F,N,Y,0,53500,Commercial associate,Lower secondary,Single / not married,Rented apartment,-23394,-8093,1,0,0,0,Core staff,1
100531,M,N,Y,0,317500,Pensioner,Higher education,Single / not married,Office apartment,-15287,-11152,1,1,0,1,Cleaning staff,1
100532,F,N,N,2,112000,Student,Lower secondary,Separated,Rented apartment,-23949,-12435,1,0,0,0,Drivers,4
100533,F,N,Y,4,250500,Commercial associate,Incomplete higher,Single / not married,Office apartment,-7831,-12082,1,0,1,0,Sales staff,5
100534,F,N,Y,1,370500,Working,Secondary / secondary special,Separated,Municipal apartment,-7787,-9708,1,1,1,0,Core staff,3
100535,F,Y,N,1,316000,Commercial associate,Secondary / secondary special,Widow,Office apartment,-21369,-12518,1,0,1,0,Core staff,2
100536,F,N,Y,0,450500,Commercial associate,Secondary / secondary special,Separated,House / apartment,-16878,-10006,1,1,0,0,Cleaning staff,1
100537,M,N,N,4,255500,Working,Academic degree,Separated,With parents,-7347,-7428,1,1,1,1,Cooking staff,5
100538,M,N,N,2,350500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9213,-9713,1,0,0,1,Accountants,4
100539,F,Y,Y,3,120000,Working,Secondary / secondary special,Married,Rented apartment,-21281,-8407,1,1,1,0,Managers,5
100540,F,N,N,2,54000,Student,Academic degree,Married,House / apartment,-14778,-8308,1,0,1,1,Sales staff,3
100541,M,N,Y,1,391500,State servant,Lower secondary,Widow,Rented apartment,-17998,-10094,1,1,1,1,Managers,2
100542,M,N,Y,3,51500,Commercial associate,Higher education,Separated,Office apartment,-13984,-3916,1,1,1,1,Sales staff,5
100543,M,N,Y,1,87500,Pensioner,Secondary / secondary special,Widow,House / apartment,-11666,-4760,1,1,0,1,Laborers,2
100544,M,N,Y,1,162000,Pensioner,Higher education,Civil marriage,Office apartment,-15059,-2925,1,0,0,0,Drivers,2
100545,M,N,Y,0,223000,Commercial associate,Incomplete higher,Separated,With parents,-19112,-13262,1,1,0,1,,1
100546,M,Y,Y,0,148000,Student,Lower secondary,Civil marriage,Rented apartment,-21075,-10422,1,0,0,0,IT staff,2
100547,F,Y,Y,1,372000,Pensioner,Higher education,Widow,Office apartment,-23023,-3428,1,0,1,0,Managers,3
100548,F,N,N,4,141500,Pensioner,Incomplete higher,Widow,Municipal apartment,-23213,-7762,1,1,1,0,Sales staff,5
100549,F,Y,N,1,161500,Pensioner,Lower secondary,Separated,Office apartment,-12151,-13802,1,1,1,0,Managers,2
100550,F,N,Y,2,348500,Working,Lower secondary,Widow,Office apartment,-18022,-6981,1,1,1,1,Medicine staff,4
100551,F,N,N,3,62500,Commercial associate,Lower secondary,Married,Rented apartment,-9486,-5883,1,0,1,0,Drivers,4
100552,M,Y,N,0,69500,Student,Higher education,Civil marriage,With parents,-17788,-4096,1,1,1,0,,1
100553,F,Y,N,4,194000,Pensioner,Lower secondary,Separated,Office apartment,-7389,-7733,1,0,1,0,Sales staff,5
100554,M,N,N,3,224000,Working,Incomplete higher,Married,Municipal apartment,-20686,-3433,1,1,1,0,Accountants,4
100555,M,N,Y,4,305500,Pensioner,Incomplete higher,Married,Municipal apartment,-20949,-11235,1,1,1,1,Cooking staff,5
100556,M,Y,Y,4,219000,Student,Academic degree,Widow,Office apartment,-19808,-6247,1,0,1,0,IT staff,6
100557,F,Y,N,1,341500,State servant,Incomplete higher,Single / not married,With parents,-10418,-11057,1,0,0,1,Laborers,2
100558,M,N,N,1,155000,Commercial associate,Incomplete higher,Widow,House / apartment,-21898,-941,1,1,0,0,Accountants,3
100559,M,Y,Y,3,324500,State servant,Lower secondary,Single / not married,Municipal apartment,-13765,-2128,1,0,1,1,,5
100560,F,Y,N,1,191000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-9096,-13509,1,1,0,1,Cooking staff,3
100561,F,Y,Y,3,197000,State servant,Incomplete higher,Civil marriage,Municipal apartment,-12738,-6800,1,0,0,1,Security staff,5
100562,M,N,Y,1,172500,Commercial associate,Incomplete higher,Widow,Rented apartment,-9187,-11436,1,0,1,1,IT staff,2
100563,M,Y,N,2,259500,State servant,Higher education,Civil marriage,With parents,-23582,-731,1,1,0,0,Cleaning staff,4
100564,F,N,Y,3,253000,Working,Secondary / secondary special,Civil marriage,House / apartment,-11472,-5359,1,1,1,1,Core staff,4
100565,M,N,Y,4,291000,Pensioner,Higher education,Married,House / apartment,-10293,-2903,1,1,0,1,Managers,5
100566,F,Y,N,0,233000,Commercial associate,Higher education,Single / not married,Office apartment,-14083,-7242,1,0,0,1,,2
100567,M,Y,Y,3,445000,State servant,Higher education,Married,Rented apartment,-14816,-3276,1,0,0,1,Laborers,4
100568,M,Y,Y,2,99000,Commercial associate,Higher education,Single / not married,Municipal apartment,-23793,-1764,1,1,1,0,Cooking staff,3
100569,F,N,Y,4,168500,Commercial associate,Secondary / secondary special,Civil marriage,Rented apartment,-12689,-245,1,1,1,0,Medicine staff,5
100570,M,Y,N,3,382500,Student,Incomplete higher,Single / not married,House / apartment,-14161,-6735,1,1,1,0,,4
100571,M,N,N,2,397000,Commercial associate,Incomplete higher,Married,Rented apartment,-22798,-1106,1,1,0,1,Medicine staff,3
100572,M,Y,Y,4,365500,Working,Incomplete higher,Married,Municipal apartment,-14980,-10154,1,0,0,0,Accountants,6
100573,M,Y,N,2,154500,Working,Higher education,Widow,Municipal apartment,-17770,-2199,1,1,1,0,IT staff,4
100574,M,Y,N,2,225000,Commercial associate,Higher education,Widow,House / apartment,-15137,-13130,1,0,1,1,Managers,4
100575,M,N,Y,0,148500,Working,Higher education,Married,With parents,-10006,-2845,1,0,0,0,Medicine staff,2
100576,M,Y,Y,2,267000,Commercial associate,Academic degree,Married,Rented apartment,-16350,-9444,1,1,0,1,Security staff,3
100577,F,N,Y,2,291000,State servant,Lower secondary,Widow,Office apartment,-21202,-12457,1,0,1,0,Medicine staff,4
100578,F,Y,Y,0,181500,State servant,Lower secondary,Civil marriage,Municipal apartment,-16280,-6146,1,1,0,1,Managers,2
100579,M,Y,Y,1,56500,Student,Incomplete higher,Separated,Municipal apartment,-20625,-6465,1,1,1,1,Drivers,2
100580,M,Y,N,3,339500,Commercial associate,Higher education,Separated,Rented apartment,-18422,-8349,1,1,1,0,Cleaning staff,5
100581,M,Y,N,3,67500,Pensioner,Secondary / secondary special,Married,Rented apartment,-21924,-11158,1,0,1,0,Cooking staff,4
100582,M,Y,N,0,253500,Student,Secondary / secondary special,Widow,With parents,-20859,-2716,1,1,1,1,IT staff,2
100583,F,N,Y,4,105500,Student,Incomplete higher,Married,Rented apartment,-13865,-12259,1,1,1,0,Managers,6
100584,M,Y,N,0,318500,State servant,Incomplete higher,Separated,With parents,-12780,-6138,1,0,0,0,Security staff,1
100585,M,N,Y,4,145000,Commercial associate,Secondary / secondary special,Married,With parents,-15498,-14782,1,1,1,0,Cleaning staff,5
100586,F,Y,N,0,113500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-14693,-7829,1,1,0,0,Laborers,2
100587,M,Y,Y,0,317000,Working,Lower secondary,Widow,Office apartment,-15710,-7961,1,1,1,1,Accountants,2
100588,F,Y,N,2,390500,State servant,Lower secondary,Widow,House / apartment,-18666,-14304,1,1,0,0,Security staff,4
100589,M,Y,N,1,408000,Commercial associate,Incomplete higher,Separated,Office apartment,-22571,-8436,1,1,0,0,Cleaning staff,3
100590,F,Y,N,0,397000,State servant,Higher education,Widow,Municipal apartment,-20112,-12111,1,0,1,1,Security staff,1
100591,F,Y,Y,3,495000,Student,Academic degree,Widow,House / apartment,-11189,-8158,1,0,1,1,Managers,5
100592,F,Y,Y,0,158000,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-7957,-2625,1,1,1,1,Sales staff,2
100593,M,Y,N,3,96000,Pensioner,Higher education,Widow,Office apartment,-9119,-10551,1,1,1,1,Cleaning staff,5
100594,M,N,Y,1,198500,Working,Secondary / secondary special,Single / not married,Rented apartment,-13165,-12199,1,0,1,0,Accountants,3
100595,M,N,Y,4,352000,Student,Higher education,Separated,Municipal apartment,-17474,-12636,1,1,0,0,Core staff,6
100596,F,N,Y,0,467500,Pensioner,Higher education,Separated,Municipal apartment,-11830,-9854,1,1,0,0,Cooking staff,2
100597,M,N,N,2,373000,Commercial associate,Lower secondary,Civil marriage,Municipal apartment,-8927,-13274,1,1,0,0,,3
100598,M,N,N,0,203000,Commercial associate,Secondary / secondary special,Widow,Municipal apartment,-18056,-6921,1,1,1,1,Medicine staff,1
100599,F,N,Y,4,408500,Student,Lower secondary,Single / not married,With parents,-17597,-12325,1,0,1,1,Cleaning staff,5
100600,M,N,N,4,199000,Commercial associate,Higher education,Married,With parents,-7299,-5934,1,0,0,1,Medicine staff,5
100601,M,N,N,0,141500,Working,Secondary / secondary special,Widow,Rented apartment,-21215,-2434,1,1,0,0,Core staff,1
100602,F,N,Y,3,384000,State servant,Secondary / secondary special,Separated,Municipal apartment,-16018,-10360,1,1,1,0,Core staff,4
100603,M,N,Y,0,61500,Student,Academic degree,Widow,Municipal apartment,-15969,-11366,1,0,0,1,Security staff,2
100604,M,Y,N,2,82500,Student,Higher education,Separated,House / apartment,-19903,-9110,1,1,0,0,Sales staff,3
100605,M,Y,N,1,459500,Pensioner,Secondary / secondary special,Single / not married,With parents,-13757,-10692,1,0,0,1,Laborers,2
100606,F,N,Y,0,266500,Working,Higher education,Civil marriage,House / apartment,-24021,-14821,1,1,1,0,Cooking staff,2
100607,F,Y,Y,2,389000,Working,Higher education,Single / not married,With parents,-11642,-4910,1,0,0,0,Cooking staff,4
100608,M,N,Y,2,331500,Pensioner,Incomplete higher,Separated,With parents,-20109,-7472,1,0,1,1,,3
100609,M,Y,N,4,374000,Commercial associate,Incomplete higher,Widow,Office apartment,-12375,-6876,1,0,1,1,Medicine staff,5
100610,M,Y,N,4,113500,Student,Secondary / secondary special,Widow,Municipal apartment,-9161,-5396,1,0,1,1,Drivers,5
100611,F,Y,Y,1,243000,Commercial associate,Lower secondary,Single / not married,House / apartment,-12758,-8625,1,1,1,0,IT staff,3
100612,F,N,Y,4,74500,Commercial associate,Incomplete higher,Separated,With parents,-18310,-13206,1,1,1,0,Drivers,5
100613,M,Y,Y,4,243500,Student,Incomplete higher,Single / not married,Rented apartment,-15162,-11111,1,1,1,0,Security staff,6
100614,F,N,N,3,316500,Commercial associate,Incomplete higher,Single / not married,Rented apartment,-20320,-12625,1,1,0,0,Core staff,4
100615,M,Y,Y,0,430500,Pensioner,Academic degree,Separated,House / apartment,-20893,-11092,1,0,1,1,IT staff,1
100616,M,Y,Y,3,415500,State servant,Academic degree,Civil marriage,With parents,-24305,-11207,1,0,1,0,Cleaning staff,4
100617,M,N,Y,1,313000,Pensioner,Secondary / secondary special,Separated,Municipal apartment,-19422,-2793,1,1,0,1,Cleaning staff,2
100618,M,N,N,4,297000,Pensioner,Incomplete higher,Married,House / apartment,-19898,-3562,1,1,0,1,Cooking staff,6
100619,F,Y,N,0,218000,Pensioner,Incomplete higher,Single / not married,House / apartment,-18459,-14584,1,0,1,1,Laborers,1
100620,F,Y,Y,3,320500,Student,Higher education,Separated,House / apartment,-22971,-113,1,0,1,0,Security staff,5
100621,F,N,N,2,143000,Student,Incomplete higher,Single / not married,Municipal apartment,-21396,-2651,1,0,1,1,Laborers,4
100622,M,Y,N,1,70500,Commercial associate,Lower secondary,Separated,Rented apartment,-8035,-2626,1,0,1,1,Core staff,3
100623,F,Y,N,3,434500,State servant,Academic degree,Separated,With parents,-10595,-1767,1,0,0,0,Accountants,4
100624,M,N,N,1,355500,Working,Lower secondary,Separated,Rented apartment,-16247,-7961,1,0,1,0,Cooking staff,2
100625,M,Y,N,4,442500,Working,Incomplete higher,Married,Municipal apartment,-13501,-7764,1,0,0,0,Cooking staff,5
100626,M,Y,N,1,69500,Pensioner,Higher education,Married,Municipal apartment,-7578,-10100,1,0,0,0,Medicine staff,3
100627,F,Y,Y,4,222000,State servant,Lower secondary,Single / not married,Office apartment,-20994,-10549,1,0,1,0,Drivers,6
100628,F,N,Y,2,213500,Working,Higher education,Single / not married,House / apartment,-8708,-10820,1,1,0,1,Security staff,4
100629,M,N,Y,4,179000,State servant,Incomplete higher,Civil marriage,Rented apartment,-10654,-1587,1,0,0,1,Accountants,6
100630,F,Y,N,4,157500,Student,Lower secondary,Single / not married,House / apartment,-11275,-10314,1,0,0,0,Sales staff,6
100631,M,N,N,0,421000,State servant,Higher education,Widow,With parents,-8435,-2094,1,0,1,1,IT staff,2
100632,F,Y,N,2,84500,State servant,Lower secondary,Widow,Office apartment,-7716,-2735,1,1,0,1,Laborers,3
100633,F,N,Y,1,134500,State servant,Academic degree,Separated,Office apartment,-19787,-6567,1,1,0,0,Laborers,2
100634,M,Y,N,4,307500,Student,Incomplete higher,Civil marriage,With parents,-16711,-11604,1,1,0,0,Sales staff,5
100635,M,N,Y,4,377000,Commercial associate,Incomplete higher,Married,Rented apartment,-8688,-10525,1,0,0,0,Laborers,6
100636,F,N,Y,4,411000,Student,Incomplete higher,Married,Municipal apartment,-16663,-5318,1,0,0,1,Sales staff,6
100637,F,Y,Y,1,419500,State servant,Incomplete higher,Widow,Office apartment,-13755,-13383,1,1,0,1,Drivers,2
100638,F,Y,N,4,168500,State servant,Incomplete higher,Married,Municipal apartment,-10070,-8125,1,0,1,0,Managers,5
100639,F,Y,N,4,60500,Pensioner,Higher education,Married,Municipal apartment,-13155,-1137,1,0,0,1,Sales staff,6
100640,M,Y,Y,3,358500,Working,Lower secondary,Separated,House / apartment,-10605,-13542,1,0,0,0,Sales staff,4
100641,M,Y,Y,2,455000,Working,Academic degree,Civil marriage,House / apartment,-13629,-2281,1,1,1,0,Drivers,4
100642,M,Y,Y,3,328000,Pensioner,Academic degree,Single / not married,House / apartment,-8459,-1684,1,1,0,1,Managers,4
100643,M,Y,N,1,247000,Commercial associate,Incomplete higher,Civil marriage,With parents,-19607,-11251,1,0,1,0,Core staff,2
100644,F,N,Y,0,365000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-8420,-9904,1,0,0,1,IT staff,2
100645,M,N,Y,4,391500,Pensioner,Academic degree,Civil marriage,Rented apartment,-10405,-4441,1,1,1,1,,5
100646,M,Y,N,0,125500,State servant,Lower secondary,Separated,House / apartment,-10708,-9467,1,1,1,0,Core staff,2
100647,M,N,N,1,213000,State servant,Lower secondary,Separated,Municipal apartment,-17926,-2264,1,0,1,1,IT staff,3
100648,F,Y,N,4,92500,Student,Lower secondary,Widow,Office apartment,-14187,-11519,1,0,0,1,Laborers,5
100649,F,N,Y,0,106000,Working,Incomplete higher,Civil marriage,With parents,-16656,-7543,1,0,1,0,Sales staff,1
100650,M,Y,Y,0,243000,Working,Lower secondary,Civil marriage,House / apartment,-10473,-10858,1,0,1,0,Laborers,1
100651,M,Y,Y,2,89000,Working,Academic degree,Separated,With parents,-12977,-7696,1,0,1,1,Medicine staff,4
100652,M,N,Y,3,129500,Working,Secondary / secondary special,Widow,With parents,-23491,-2627,1,0,1,1,Cleaning staff,5
100653,F,N,Y,4,266500,Commercial associate,Incomplete higher,Single / not married,Office apartment,-19371,-2050,1,0,1,0,Sales staff,6
100654,M,N,N,1,210000,State servant,Lower secondary,Married,House / apartment,-19172,-10594,1,1,0,1,Core staff,2
100655,F,N,Y,0,172500,Pensioner,Higher education,Widow,House / apartment,-9140,-3471,1,0,1,0,IT staff,1
100656,M,N,Y,0,341500,Student,Secondary / secondary special,Widow,Municipal apartment,-8496,-787,1,1,0,1,Laborers,2
100657,F,Y,N,2,434500,State servant,Incomplete higher,Married,House / apartment,-17856,-6672,1,0,0,0,Cooking staff,4
100658,M,N,Y,3,127500,State servant,Secondary / secondary special,Single / not married,With parents,-14066,-13229,1,0,0,1,Security staff,4
100659,F,N,N,2,70000,State servant,Higher education,Married,Office apartment,-9457,-2496,1,1,0,0,Managers,4
100660,M,N,Y,4,282500,Pensioner,Higher education,Civil marriage,With parents,-9233,-4589,1,1,1,0,Core staff,5
100661,F,N,N,3,440500,State servant,Higher education,Single / not married,Office apartment,-22999,-648,1,1,1,1,Medicine staff,4
100662,F,N,N,3,92500,State servant,Academic degree,Separated,Rented apartment,-8398,-10168,1,0,0,0,Managers,4
100663,F,Y,N,2,487000,Working,Higher education,Separated,Municipal apartment,-10063,-5716,1,1,1,1,Core staff,3
100664,M,N,N,1,152000,State servant,Incomplete higher,Single / not married,Rented apartment,-18220,-9901,1,1,0,1,Core staff,3
100665,M,Y,N,3,124500,Commercial associate,Incomplete higher,Widow,House / apartment,-19461,-1022,1,1,1,1,Sales staff,4
100666,M,N,N,1,179000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15975,-6636,1,0,1,1,Medicine staff,2
100667,M,Y,Y,2,269000,Pensioner,Incomplete higher,Married,With parents,-18445,-6866,1,1,1,0,,4
100668,F,Y,Y,2,89500,Student,Academic degree,Married,Rented apartment,-17371,-232,1,0,1,0,Security staff,4
100669,F,N,Y,0,280500,Commercial associate,Lower secondary,Widow,House / apartment,-8195,-3581,1,0,1,0,Cooking staff,2
100670,F,Y,Y,1,397500,Student,Secondary / secondary special,Civil marriage,Rented apartment,-7530,-4947,1,1,0,1,Cleaning staff,3
100671,F,N,N,3,474000,Student,Lower secondary,Widow,Rented apartment,-10715,-2880,1,1,1,1,Managers,4
100672,F,N,N,4,482500,State servant,Incomplete higher,Widow,House / apartment,-9871,-13204,1,0,0,0,Cooking staff,6
100673,F,Y,N,0,307500,Student,Secondary / secondary special,Civil marriage,Municipal apartment,-13942,-3651,1,1,1,0,Sales staff,2
